ID,Incident Date and Time,Incident Type,Street,City,State,Zip,Latitude,Longitude
"901,039,575",2019 Jan 07 06:00:00 PM,LARCENY/THEFT,1 Block LANGMEYER AV,Buffalo,NY,14206,42.92484358,-78.81698876
"901,476,393",2019 Jan 04 12:00:00 PM,LARCENY/THEFT,400 Block GOLD ST,Buffalo,NY,14206,42.89630329,-78.80519991
"902,552,636",2019 Jan 04 12:00:00 PM,LARCENY/THEFT,1000 Block GENESEE ST,Buffalo,NY,14206,42.90148918,-78.8442582
"902,969,363",2015 Jan 25 12:00:00 PM,SEXUAL ABUSE,1 Block VANDERBILT ST,Buffalo,NY,14206,42.89218619,-78.80585686
"902,969,364",2018 Jan 25 12:00:00 PM,SEXUAL ABUSE,200 Block HEMPSTEAD AV,Buffalo,NY,14206,42.93049223,-78.80506120000003
"901,019,637",2019 Jan 09 12:00:00 PM,SEXUAL ABUSE,1 Block WAKEFIELD AV,Buffalo,NY,14206,42.93424285,-78.83565826
"854,556,050",2018 Jan 01 12:01:00 AM,BURGLARY,200 Block JOHNSON ST,Buffalo,NY,14206,42.89807833,-78.84793857
"854,542,298",2018 Mar 01 12:00:00 PM,LARCENY/THEFT,300 Block WALDEN AV,Buffalo,NY,14206,42.90326103,-78.82455864
"864,877,458",2018 Jun 25 12:00:00 PM,LARCENY/THEFT,1 Block MORRIS AV,Buffalo,NY,14206,42.94077761,-78.83366823
"855,628,713",2018 May 07 12:00:00 AM,LARCENY/THEFT,1 Block GRIMES ST,Buffalo,NY,14206,42.89225421,-78.82638161
"855,839,075",2018 May 16 11:34:00 AM,LARCENY/THEFT,600 Block GOODYEAR AV,Buffalo,NY,14206,42.91363703,-78.82258328
"861,498,464",2018 Jan 01 12:00:00 AM,LARCENY/THEFT,800 Block GENESEE ST,Buffalo,NY,14206,42.89937026,-78.84693642
"839,242,924",2017 Mar 16 12:00:00 PM,LARCENY/THEFT,2100 Block MAIN ST,Buffalo,NY,14206,42.92880507,-78.84993703
"854,152,668",2018 May 14 08:45:00 AM,ASSAULT,200 Block REED ST,Buffalo,NY,14206,42.90031432,-78.84205124
"854,197,791",2018 May 14 09:00:00 AM,LARCENY/THEFT,700 Block SMITH ST,Buffalo,NY,14206,42.88280445,-78.84376902
"908,075,281",2019 Feb 24 11:17:54 AM,LARCENY/THEFT,WILLIAM ST & FILLMORE AV,Buffalo,NY,14206,42.88500972,-78.83926343
"854,297,466",2018 May 15 02:30:00 PM,BURGLARY,300 Block OAKMONT AV,Buffalo,NY,14206,42.93195093,-78.80275127
"870,064,218",2018 Sep 05 07:43:00 PM,ROBBERY,2300 Block MAIN ST,Buffalo,NY,14206,42.932024,-78.84621678
"908,075,279",2019 Feb 24 12:00:00 AM,BURGLARY,1 Block LANGFIELD DR,Buffalo,NY,14206,42.93012388,-78.81099696
"889,294,330",2018 Nov 11 06:24:02 AM,ASSAULT,1 Block WEAVER ST,Buffalo,NY,14206,42.8741903,-78.80377765
"913,614,030",2019 Apr 11 05:30:53 AM,BURGLARY,2800 Block BAILEY AV,Buffalo,NY,14206,42.93182028,-78.81339304
"913,636,471",2019 Apr 12 12:44:00 AM,ASSAULT,400 Block BERKSHIRE AV,Buffalo,NY,14206,42.94496276,-78.81370342
"925,705,574",2019 Jul 14 08:00:00 AM,LARCENY/THEFT,300 Block WALDEN AV,Buffalo,NY,14206,42.90348508,-78.82239472
"854,615,242",2018 May 18 02:00:00 PM,LARCENY/THEFT,100 Block ERB ST,Buffalo,NY,14206,42.92097973,-78.80050959999998
"925,675,688",2019 Jul 15 05:20:00 AM,ROBBERY,1100 Block S PARK AV,Buffalo,NY,14206,42.86097294,-78.83938792
"854,621,165",2018 Apr 23 12:00:00 AM,LARCENY/THEFT,200 Block MILLICENT AV,Buffalo,NY,14206,42.93485596,-78.80455405
"854,432,969",2018 May 09 07:30:00 PM,ASSAULT,MILLS ST & B ST,Buffalo,NY,14206,42.89996964,-78.83667544
"853,975,932",2018 May 11 06:00:00 PM,UUV,1 Block CROSSMAN AV,Buffalo,NY,14206,42.91480136,-78.80295174
"939,076,236",2019 Aug 25 12:00:00 AM,BURGLARY,300 Block HIGHGATE AV,Buffalo,NY,14206,42.94795504,-78.81296756
"840,240,669",2016 Jul 11 12:00:00 PM,LARCENY/THEFT,1 Block MYERS ST,Buffalo,NY,14206,42.90262328,-78.84023204
"839,326,076",2018 Mar 17 01:00:00 AM,LARCENY/THEFT,900 Block E LOVEJOY ST,Buffalo,NY,14206,42.88948611,-78.81148181
"839,247,216",2018 Mar 22 10:30:00 PM,LARCENY/THEFT,1100 Block E DELAVAN AV,Buffalo,NY,14206,42.92235017,-78.81526191
"839,343,506",2018 Mar 24 07:00:00 PM,LARCENY/THEFT,1300 Block BROADWAY,Buffalo,NY,14206,42.89513764,-78.82527336
"854,481,840",2018 May 17 07:30:00 AM,BURGLARY,100 Block ORLEANS ST,Buffalo,NY,14206,42.93910515,-78.80651123
"839,417,900",2018 Mar 25 03:00:00 AM,ROBBERY,1200 Block BROADWAY,Buffalo,NY,14206,42.89485225,-78.83042224
"839,299,189",2018 Mar 25 11:52:00 PM,LARCENY/THEFT,300 Block AMHERST ST,Buffalo,NY,14206,42.93983903,-78.82350631
"909,670,152",2019 Mar 10 07:38:42 PM,LARCENY/THEFT,900 Block BROADWAY AV,Buffalo,NY,14206,42.90126008,-78.83630749999998
"840,181,048",2018 Mar 26 05:30:00 PM,ASSAULT,100 Block WAKEFIELD AV,Buffalo,NY,14206,42.9341946,-78.83263331
"839,329,747",2018 Mar 26 12:00:00 AM,LARCENY/THEFT,200 Block JOHNSON ST,Buffalo,NY,14206,42.89692418,-78.84868004
"839,329,746",2018 Mar 26 09:47:29 AM,ASSAULT,700 Block NORTHAMPTON ST,Buffalo,NY,14206,42.90706832,-78.8402505
"839,452,901",2018 Mar 26 11:20:42 PM,LARCENY/THEFT,600 Block AMHERST ST,Buffalo,NY,14206,42.93999218,-78.81577627
"903,539,348",2019 Jan 28 08:30:00 AM,BURGLARY,500 Block DARTMOUTH AV,Buffalo,NY,14206,42.94366254,-78.80518315
"908,310,192",2019 Feb 23 12:00:00 AM,ASSAULT,3400 Block BAILEY AV,Buffalo,NY,14206,42.94822733,-78.8140144
"837,989,500",2018 Mar 13 08:27:52 PM,ASSAULT,100 Block ZELMER ST,Buffalo,NY,14206,42.91394194,-78.80750299
"837,967,819",2018 Mar 13 09:00:00 PM,ROBBERY,WALDEN AV & BAILEY AV,Buffalo,NY,14206,42.90484725,-78.81377794
"884,259,057",2018 Jan 30 05:30:00 AM,RAPE,100 Block DONOVAN ST,Buffalo,NY,14206,42.88562658,-78.82038546
"884,050,230",2018 Jun 14 03:52:49 PM,LARCENY/THEFT,1 Block GREENFIELD ST,Buffalo,NY,14206,42.93732413,-78.84426007
"924,926,483",2019 Jul 07 01:41:00 PM,LARCENY/THEFT,1900 Block SENECA ST,Buffalo,NY,14206,42.85800978,-78.81341721
"901,016,053",2018 Aug 04 12:00:00 PM,SEXUAL ABUSE,2000 Block FILLMORE AV,Buffalo,NY,14206,42.93044915,-78.83889138
"891,983,174",2018 Nov 23 12:00:00 AM,UUV,600 Block LINWOOD AV,Buffalo,NY,14206,42.94625179,-78.82722888
"892,052,988",2018 Nov 24 12:01:00 AM,LARCENY/THEFT,400 Block DAVEY ST,Buffalo,NY,14206,42.89589574,-78.80310855
"890,596,139",2018 Nov 24 11:31:00 PM,LARCENY/THEFT,1 Block GOLD ST,Buffalo,NY,14206,42.88582121,-78.80542353
"890,625,419",2018 Nov 26 07:30:00 AM,LARCENY/THEFT,1 Block S RYAN ST,Buffalo,NY,14206,42.85633781,-78.81251591
"890,669,450",2018 Nov 27 07:22:00 AM,ASSAULT,1 Block SWINBURNE ST,Buffalo,NY,14206,42.89358169,-78.82142352
"861,421,631",2018 Jun 28 03:49:00 AM,ASSAULT,1 Block REMOLENO ST,Buffalo,NY,14206,42.85450265,-78.8242942
"856,922,206",2018 Jun 10 02:00:00 AM,ROBBERY,400 Block GRIDER ST,Buffalo,NY,14206,42.91768409,-78.82913214
"856,922,197",2018 Jun 10 06:03:04 AM,THEFT OF SERVICES,THORNTON AV & BAILEY AV,Buffalo,NY,14206,42.93939284,-78.8136453
"864,837,431",2018 Jul 24 04:45:00 AM,BURGLARY,1 Block S RYAN ST,Buffalo,NY,14206,42.85589931,-78.81225322
